login_id,retention,dau,group
2361,2,1,group_2
2362,2,0,group_1
2363,2,0,group_2
2364,2,0,group_1
2365,2,0,group_2
2366,2,1,group_1
2367,2,1,group_2
2368,2,0,group_1
2369,2,0,group_2
2370,2,0,group_1
2371,2,0,group_2
2372,2,0,group_1
2373,2,1,group_2
2374,2,1,group_1
2375,2,0,group_2
2376,2,0,group_1
2377,2,0,group_2
2378,2,0,group_1
2379,2,0,group_2
2380,2,1,group_1
2381,2,0,group_2
2382,2,0,group_1
2383,2,0,group_2
2384,2,0,group_1
2385,2,1,group_2
2386,2,1,group_1
2387,2,1,group_2
2388,2,0,group_1
2389,2,0,group_2
2390,2,0,group_1
2392,2,0,group_1
2393,2,0,group_2
2394,2,1,group_1
2395,2,0,group_2
2396,2,0,group_1
2397,2,0,group_2
2398,2,0,group_1
2399,2,0,group_2
2400,2,1,group_1
2401,2,1,group_2
2402,2,0,group_1
2403,2,0,group_2
2404,2,0,group_1
2405,2,1,group_2
2406,2,0,group_1
2407,2,1,group_2
2408,2,1,group_1
2409,2,0,group_2
2410,2,0,group_1
2411,2,0,group_2
2412,2,0,group_1
2413,2,1,group_2
2414,2,0,group_1
2415,2,0,group_2
2416,2,1,group_1
2417,2,0,group_2
2418,2,1,group_1
2419,2,0,group_2
2420,2,1,group_1
2421,2,0,group_2
2422,2,1,group_1
2423,2,1,group_2
2424,2,0,group_1
2425,2,1,group_2
2426,2,0,group_1
2427,2,0,group_2
2428,2,1,group_1
2429,2,0,group_2
2430,2,1,group_1
2431,2,0,group_2
2432,2,1,group_1
2433,2,1,group_2
2434,2,1,group_1
2435,2,0,group_2
2436,2,0,group_1
2437,2,0,group_2
2438,2,1,group_1
2440,2,0,group_1
2441,2,0,group_2
2442,2,0,group_1
2443,2,0,group_2
2444,2,0,group_1
2445,2,1,group_2
2446,2,0,group_1
2447,2,0,group_2
2448,2,0,group_1
2449,2,1,group_2
2450,2,0,group_1
2451,2,1,group_2
2452,2,0,group_1
2453,2,0,group_2
2454,2,0,group_1
2455,2,0,group_2
2456,2,0,group_1
2457,2,0,group_2
2458,2,0,group_1
2459,2,1,group_2
2460,2,1,group_1
2461,2,1,group_2
2462,2,1,group_1
2463,2,1,group_2
2464,2,1,group_1
2465,2,1,group_2
2466,2,1,group_1
2467,2,1,group_2
2468,2,0,group_1
2470,2,1,group_1
2471,2,0,group_2
2472,2,0,group_1
2473,2,1,group_2
2474,2,1,group_1
2475,2,1,group_2
2476,2,0,group_1
2477,2,0,group_2
2478,2,1,group_1
2479,2,0,group_2
2480,2,0,group_1
2481,2,1,group_2
2482,2,0,group_1
2483,2,0,group_2
2484,2,0,group_1
2485,2,0,group_2
2486,2,1,group_1
2487,2,0,group_2
2488,2,1,group_1
2489,2,0,group_2
2490,2,1,group_1
2491,2,0,group_2
2492,2,0,group_1
2493,2,1,group_2
2494,2,1,group_1
2495,2,1,group_2
2496,2,0,group_1
2497,2,1,group_2
2498,2,0,group_1
2499,2,0,group_2
2500,2,1,group_1
2501,2,0,group_2
2502,2,0,group_1
2503,2,1,group_2
2504,2,1,group_1
2505,2,0,group_2
2506,2,0,group_1
2507,2,0,group_2
2508,2,0,group_1
2509,2,1,group_2
2510,2,0,group_1
2511,2,0,group_2
2512,2,0,group_1
2513,2,0,group_2
2514,2,0,group_1
2515,2,0,group_2
2516,2,0,group_1
2517,2,0,group_2
2518,2,0,group_1
2519,2,0,group_2
2520,2,1,group_1
2521,2,1,group_2
2522,2,0,group_1
2523,2,1,group_2
2524,2,1,group_1
2525,2,1,group_2
2526,2,1,group_1
2527,2,0,group_2
2528,2,0,group_1
2529,2,0,group_2
2530,2,0,group_1
2531,2,1,group_2
2532,1,0,group_1
2533,1,0,group_2
2534,1,0,group_1
2536,1,0,group_1
2537,1,0,group_2
2538,1,0,group_1
2539,1,0,group_2
2540,1,0,group_1
2541,1,1,group_2
2542,1,0,group_1
2543,1,0,group_2
2544,1,0,group_1
2545,1,1,group_2
2546,1,0,group_1
2547,1,0,group_2
2548,1,0,group_1
2549,1,0,group_2
2550,1,0,group_1
2551,1,1,group_2
2552,1,1,group_1
2553,1,1,group_2
2554,1,0,group_1
2555,1,0,group_2
2556,1,0,group_1
2557,1,0,group_2
2558,1,0,group_1
2559,1,1,group_2
2560,1,1,group_1
2561,1,0,group_2
2562,1,0,group_1
2563,1,0,group_2
2564,1,1,group_1
2565,1,1,group_2
2566,1,0,group_1
2567,1,0,group_2
2568,1,1,group_1
2569,1,1,group_2
2570,1,1,group_1
2571,1,0,group_2
2572,1,1,group_1
2573,1,1,group_2
2574,1,1,group_1
2575,1,0,group_2
2576,1,1,group_1
2577,1,0,group_2
2578,1,0,group_1
2579,1,0,group_2
2580,1,1,group_1
2581,1,0,group_2
2582,1,0,group_1
2583,1,0,group_2
2584,1,0,group_1
2585,1,0,group_2
2586,1,0,group_1
2587,1,1,group_2
2588,1,0,group_1
2589,1,0,group_2
2590,1,1,group_1
2591,1,0,group_2
2592,1,1,group_1
2593,1,1,group_2
2594,1,0,group_1
2595,1,0,group_2
2596,1,1,group_1
2597,1,0,group_2
2598,1,1,group_1
2599,1,0,group_2
2600,1,1,group_1
2601,1,0,group_2
2602,1,0,group_1
2604,1,1,group_1
2605,1,1,group_2
2606,1,1,group_1
2607,1,0,group_2
2608,1,0,group_1
2609,1,1,group_2
2610,1,0,group_1
2611,1,0,group_2
2612,1,0,group_1
2613,1,0,group_2
2614,1,1,group_1
2615,1,1,group_2
2616,1,0,group_1
2617,1,0,group_2
2618,1,1,group_1
2619,1,0,group_2
2620,1,1,group_1
2621,1,1,group_2
2622,1,1,group_1
2623,1,0,group_2
2624,1,1,group_1
2625,1,0,group_2
2626,1,0,group_1
2627,1,1,group_2
2628,1,1,group_1
2629,1,0,group_2
2630,1,0,group_1
2631,1,0,group_2
2632,1,1,group_1
2633,1,0,group_2
2634,1,1,group_1
2635,1,0,group_2
2636,1,1,group_1
2637,1,0,group_2
2638,1,1,group_1
2640,1,0,group_1
2641,1,0,group_2
2642,1,0,group_1
2643,1,0,group_2
2644,1,0,group_1
2645,1,0,group_2
2646,1,0,group_1
2647,1,1,group_2
2648,1,0,group_1
2649,1,0,group_2
2650,1,1,group_1
2651,1,1,group_2
2652,1,0,group_1
2653,1,1,group_2
2654,1,0,group_1
2655,1,0,group_2
2656,1,0,group_1
2657,1,1,group_2
2658,1,0,group_1
2660,1,1,group_1
2661,1,1,group_2
2662,1,0,group_1
2663,1,0,group_2
2664,1,1,group_1
2665,1,1,group_2
2666,1,0,group_1
2667,1,1,group_2
2668,1,0,group_1
2669,1,1,group_2
2670,1,0,group_1
2671,1,1,group_2
2672,1,1,group_1
2673,1,0,group_2
2674,1,0,group_1
2675,1,0,group_2
2676,1,1,group_1
2677,1,0,group_2
2678,1,0,group_1
2679,1,1,group_2
2680,1,1,group_1
2681,1,1,group_2
2682,1,1,group_1
2683,1,1,group_2
2684,1,0,group_1
2685,1,0,group_2
2686,1,0,group_1
2687,1,1,group_2
2688,1,0,group_1
2689,1,1,group_2
2690,1,1,group_1
2691,1,0,group_2
2692,1,0,group_1
2693,1,0,group_2
2694,1,0,group_1
2696,1,1,group_1
2697,1,0,group_2
2698,1,0,group_1
2699,1,1,group_2
2700,1,0,group_1
2701,1,0,group_2
2702,1,1,group_1
2703,1,1,group_2
2704,1,0,group_1
2705,1,1,group_2
2706,1,1,group_1
2707,1,1,group_2
2708,1,1,group_1
2709,1,1,group_2
2710,1,0,group_1
2711,1,0,group_2
2712,1,0,group_1
2713,1,1,group_2
2714,1,0,group_1
2715,1,0,group_2
2716,1,0,group_1
2717,1,0,group_2
2718,1,0,group_1
2719,1,1,group_2
2720,1,1,group_1
2721,1,1,group_2
2722,1,1,group_1
2723,1,0,group_2
2724,1,0,group_1
2725,1,0,group_2
2726,1,1,group_1
2727,1,1,group_2
2728,1,1,group_1
2730,1,1,group_1
2732,1,1,group_1
2733,1,1,group_2
2734,1,0,group_1
2735,1,0,group_2
2736,1,0,group_1
2737,1,0,group_2
2738,1,0,group_1
2739,1,0,group_2
2740,1,0,group_1
2741,1,1,group_2
2742,1,1,group_1
2743,1,0,group_2
2744,1,1,group_1
2745,1,1,group_2
2746,1,1,group_1
2747,1,1,group_2
2748,1,1,group_1
2749,1,0,group_2
2750,1,0,group_1
2751,1,1,group_2
2752,1,0,group_1
2753,1,1,group_2
2754,1,1,group_1
2755,1,0,group_2
2756,1,1,group_1
2757,1,1,group_2
2758,1,0,group_1
2759,1,0,group_2
2760,1,1,group_1
2761,1,0,group_2
2762,1,0,group_1
2763,1,0,group_2
2764,1,0,group_1
2765,1,0,group_2
2766,1,0,group_1
2767,1,0,group_2
2768,1,0,group_1
2769,1,0,group_2
2770,1,0,group_1
2771,1,0,group_2
2772,1,0,group_1
2773,1,0,group_2
2774,1,1,group_1
2775,1,1,group_2
2776,1,0,group_1
2777,1,0,group_2
2778,1,0,group_1
2779,1,1,group_2
2780,1,1,group_1
2781,1,0,group_2
2782,1,0,group_1
2783,1,1,group_2
2784,1,1,group_1
2785,1,1,group_2
2786,1,0,group_1
2787,1,0,group_2
2788,1,1,group_1
2789,1,1,group_2
2790,1,1,group_1
2791,1,1,group_2
2792,1,0,group_1
2793,1,1,group_2
2794,1,1,group_1
2795,1,0,group_2
2796,1,0,group_1
2798,1,0,group_1
2799,1,0,group_2
2800,1,0,group_1
2801,1,0,group_2
2802,1,0,group_1
2803,1,1,group_2
2804,1,1,group_1
2805,1,1,group_2
2806,1,1,group_1
2807,1,0,group_2
2808,1,0,group_1
2809,1,1,group_2
2810,1,0,group_1
2811,1,1,group_2
2812,1,1,group_1
2813,1,0,group_2
2814,1,1,group_1
2815,1,1,group_2
2816,1,0,group_1
2817,1,1,group_2
2818,1,0,group_1
2819,1,0,group_2
2820,1,1,group_1
2821,1,0,group_2
2822,1,0,group_1
2823,1,1,group_2
2824,1,1,group_1
2825,1,0,group_2
2826,1,0,group_1
2827,1,1,group_2
2828,1,1,group_1
2829,1,1,group_2
2830,1,0,group_1
2831,1,0,group_2
2832,1,0,group_1
2833,1,0,group_2
2834,1,0,group_1
2835,1,1,group_2
2836,1,1,group_1
2837,1,0,group_2
2838,1,0,group_1
2839,1,0,group_2
2840,1,0,group_1
2841,1,0,group_2
2842,1,0,group_1
2843,1,0,group_2
2844,1,0,group_1
2845,1,0,group_2
2846,1,0,group_1
2847,1,0,group_2
2848,1,1,group_1
2849,1,1,group_2
2850,1,1,group_1
2851,1,1,group_2
2852,1,1,group_1
2853,1,1,group_2
2854,1,0,group_1
2855,1,0,group_2
2856,1,1,group_1
2857,1,1,group_2
2858,1,0,group_1
2860,1,1,group_1
2861,1,1,group_2
2862,1,0,group_1
2863,1,0,group_2
2864,1,1,group_1
2865,1,1,group_2
2866,1,1,group_1
2867,1,0,group_2
2868,1,0,group_1
2869,1,1,group_2
2870,1,1,group_1
2871,1,1,group_2
2872,1,0,group_1
2873,1,1,group_2
2874,1,1,group_1
2875,1,0,group_2
2876,1,0,group_1
2877,1,0,group_2
2878,1,0,group_1
2879,1,0,group_2
2880,1,0,group_1
2881,1,1,group_2
2882,1,0,group_1
2883,1,1,group_2
2884,1,0,group_1
2885,1,0,group_2
2886,1,0,group_1
2887,1,0,group_2
2888,1,1,group_1
2889,1,1,group_2
2890,1,0,group_1
2891,1,0,group_2
2892,1,1,group_1
2893,1,1,group_2
2894,1,0,group_1
2895,1,1,group_2
2896,1,1,group_1
2897,1,1,group_2
2898,1,1,group_1
2899,1,0,group_2
2901,0,1,group_2
2903,0,1,group_2
2911,0,1,group_2
2921,0,1,group_2
2925,0,1,group_2
2927,0,1,group_2
2929,0,1,group_2
2931,0,1,group_2
2935,0,1,group_2
2937,0,1,group_2
2939,0,1,group_2
2941,0,1,group_2
2943,0,1,group_2
2947,0,1,group_2
2953,0,1,group_2
2955,0,1,group_2
2961,0,1,group_2
2965,0,1,group_2
2969,0,1,group_2
2973,0,1,group_2
2975,0,1,group_2
2981,0,1,group_2
2983,0,1,group_2
2985,0,1,group_2
2989,0,1,group_2
2993,0,1,group_2
2995,0,1,group_2
2997,0,1,group_2
2999,0,1,group_2
3001,0,1,group_2
3003,0,1,group_2
3005,0,1,group_2
3007,0,1,group_2
3011,0,1,group_2
3015,0,1,group_2
3021,0,1,group_2
3025,0,1,group_2
3029,0,1,group_2
3031,0,1,group_2
3047,0,1,group_2
3049,0,1,group_2
3051,0,1,group_2
3059,0,1,group_2
3061,0,1,group_2
3065,0,1,group_2
3069,0,1,group_2
3075,0,1,group_2
3079,0,1,group_2
3081,0,1,group_2
3087,0,1,group_2
3089,0,1,group_2
3090,0,0,group_1
3091,0,1,group_2
3101,0,1,group_2
3103,0,1,group_2
3105,0,1,group_2
3107,0,1,group_2
3109,0,1,group_2
3111,0,1,group_2
3113,0,1,group_2
3115,0,1,group_2
3117,0,1,group_2
3123,0,1,group_2
3129,0,1,group_2
3133,0,1,group_2
3135,0,1,group_2
3139,0,1,group_2
3141,0,1,group_2
3143,0,1,group_2
3145,0,1,group_2
3149,0,1,group_2
3151,0,1,group_2
3161,0,1,group_2
3165,0,1,group_2
3167,0,1,group_2
3169,0,1,group_2
3173,0,1,group_2
3175,0,1,group_2
3177,0,1,group_2
3181,0,1,group_2
3183,0,1,group_2
3185,0,1,group_2
3187,0,1,group_2
3205,0,1,group_2
3207,0,1,group_2
3213,0,1,group_2
3217,0,1,group_2
3219,0,1,group_2
3225,0,1,group_2
3227,0,1,group_2
3237,0,1,group_2
3251,0,1,group_2
3255,0,1,group_2
3257,0,1,group_2
3267,0,1,group_2
3271,0,1,group_2
1,9,0,group_2
2,9,0,group_1
3,9,1,group_2
4,9,0,group_1
5,9,0,group_2
6,9,1,group_1
7,9,0,group_2
8,9,0,group_1
9,9,0,group_2
10,9,0,group_1
11,9,0,group_2
12,9,0,group_1
13,9,0,group_2
14,9,0,group_1
15,9,0,group_2
16,9,0,group_1
17,9,0,group_2
18,9,1,group_1
19,9,1,group_2
20,9,0,group_1
21,9,0,group_2
22,9,0,group_1
23,9,1,group_2
24,9,1,group_1
25,9,1,group_2
26,9,1,group_1
27,9,0,group_2
28,9,1,group_1
29,9,1,group_2
30,9,0,group_1
31,9,0,group_2
32,9,0,group_1
33,9,1,group_2
34,9,0,group_1
35,9,0,group_2
36,9,1,group_1
37,9,0,group_2
38,9,1,group_1
39,9,0,group_2
40,9,1,group_1
41,9,1,group_2
42,9,0,group_1
43,9,0,group_2
44,9,0,group_1
45,9,0,group_2
46,9,0,group_1
47,9,0,group_2
48,9,0,group_1
49,9,0,group_2
50,9,0,group_1
51,9,0,group_2
52,9,0,group_1
53,9,0,group_2
54,9,0,group_1
55,9,0,group_2
56,9,0,group_1
57,9,0,group_2
58,9,0,group_1
59,9,0,group_2
60,9,0,group_1
61,9,1,group_2
62,9,0,group_1
63,9,0,group_2
64,9,1,group_1
65,9,0,group_2
66,9,1,group_1
67,9,0,group_2
68,9,0,group_1
69,9,0,group_2
70,9,0,group_1
71,9,0,group_2
72,9,1,group_1
73,9,0,group_2
74,9,0,group_1
75,9,0,group_2
76,9,0,group_1
77,9,1,group_2
78,9,0,group_1
79,9,0,group_2
80,9,0,group_1
81,9,0,group_2
82,9,0,group_1
83,9,0,group_2
84,9,0,group_1
85,9,0,group_2
86,9,0,group_1
87,9,0,group_2
88,9,0,group_1
89,9,1,group_2
90,9,0,group_1
91,9,0,group_2
92,9,0,group_1
93,9,0,group_2
94,9,0,group_1
95,9,0,group_2
96,9,0,group_1
97,9,0,group_2
98,9,0,group_1
99,9,1,group_2
100,9,1,group_1
101,9,1,group_2
102,9,0,group_1
103,9,0,group_2
104,9,1,group_1
105,9,1,group_2
106,9,1,group_1
107,9,1,group_2
108,9,0,group_1
109,9,0,group_2
110,9,0,group_1
111,9,0,group_2
112,9,0,group_1
113,9,0,group_2
114,9,0,group_1
115,9,0,group_2
116,9,1,group_1
117,9,0,group_2
118,9,0,group_1
119,9,1,group_2
120,9,0,group_1
121,9,1,group_2
122,9,0,group_1
123,9,0,group_2
124,9,1,group_1
125,9,0,group_2
126,9,1,group_1
127,9,0,group_2
128,9,0,group_1
129,9,0,group_2
130,9,0,group_1
131,9,0,group_2
132,9,0,group_1
133,9,1,group_2
134,9,1,group_1
135,9,1,group_2
136,9,0,group_1
137,9,0,group_2
138,9,0,group_1
139,9,1,group_2
140,9,0,group_1
141,9,0,group_2
142,9,0,group_1
143,9,0,group_2
144,9,0,group_1
145,9,0,group_2
146,9,0,group_1
147,9,0,group_2
148,9,0,group_1
149,9,1,group_2
150,9,0,group_1
151,9,0,group_2
152,9,1,group_1
153,9,0,group_2
154,9,0,group_1
155,9,0,group_2
156,9,0,group_1
157,9,0,group_2
158,9,0,group_1
159,9,0,group_2
160,9,0,group_1
161,9,1,group_2
162,9,0,group_1
163,9,1,group_2
164,9,0,group_1
165,9,0,group_2
166,9,0,group_1
167,9,0,group_2
168,9,0,group_1
169,9,0,group_2
170,9,0,group_1
171,9,0,group_2
172,9,1,group_1
173,9,1,group_2
174,9,0,group_1
175,9,0,group_2
176,9,0,group_1
177,9,0,group_2
178,9,0,group_1
179,9,0,group_2
180,9,0,group_1
181,9,0,group_2
182,9,0,group_1
183,9,1,group_2
184,9,0,group_1
185,9,0,group_2
186,9,0,group_1
187,9,0,group_2
188,9,1,group_1
189,9,0,group_2
190,9,0,group_1
191,9,0,group_2
192,9,0,group_1
193,9,1,group_2
194,9,0,group_1
195,9,0,group_2
196,9,0,group_1
197,9,0,group_2
198,9,0,group_1
199,9,0,group_2
200,9,0,group_1
201,9,0,group_2
202,9,1,group_1
203,9,1,group_2
204,9,0,group_1
205,9,1,group_2
206,9,0,group_1
207,9,1,group_2
208,9,0,group_1
209,9,0,group_2
210,9,0,group_1
211,9,0,group_2
212,9,0,group_1
213,9,0,group_2
214,9,0,group_1
215,9,0,group_2
216,9,0,group_1
217,9,0,group_2
218,9,0,group_1
219,9,0,group_2
220,9,0,group_1
221,9,0,group_2
222,9,1,group_1
223,9,0,group_2
224,9,1,group_1
225,9,1,group_2
226,9,1,group_1
227,9,0,group_2
228,9,0,group_1
229,9,0,group_2
230,9,1,group_1
231,9,1,group_2
232,9,0,group_1
233,9,0,group_2
234,9,0,group_1
235,9,0,group_2
236,9,0,group_1
237,9,0,group_2
238,9,1,group_1
239,9,0,group_2
240,9,0,group_1
241,9,0,group_2
242,9,1,group_1
243,9,1,group_2
244,9,0,group_1
245,9,0,group_2
246,9,1,group_1
247,9,0,group_2
248,9,1,group_1
249,9,0,group_2
250,9,0,group_1
251,9,0,group_2
252,9,0,group_1
253,9,0,group_2
254,9,0,group_1
255,9,0,group_2
256,9,0,group_1
257,9,1,group_2
258,9,0,group_1
259,9,0,group_2
260,9,0,group_1
261,9,0,group_2
262,9,0,group_1
263,9,0,group_2
264,9,0,group_1
265,9,0,group_2
266,9,0,group_1
267,9,0,group_2
268,9,0,group_1
269,9,1,group_2
270,9,0,group_1
271,9,0,group_2
272,9,0,group_1
273,9,1,group_2
274,9,0,group_1
275,9,1,group_2
276,9,1,group_1
277,9,1,group_2
278,9,0,group_1
279,9,0,group_2
280,9,0,group_1
281,9,0,group_2
282,9,0,group_1
283,9,0,group_2
284,9,0,group_1
285,9,0,group_2
286,9,0,group_1
287,9,0,group_2
288,9,0,group_1
289,9,0,group_2
290,9,0,group_1
291,9,0,group_2
292,9,0,group_1
293,9,0,group_2
294,9,0,group_1
295,9,1,group_2
296,9,0,group_1
297,9,0,group_2
298,9,1,group_1
299,9,0,group_2
300,9,0,group_1
301,9,0,group_2
302,9,0,group_1
303,9,1,group_2
304,9,1,group_1
305,9,0,group_2
306,9,0,group_1
307,9,0,group_2
308,9,0,group_1
309,9,0,group_2
310,9,0,group_1
311,9,0,group_2
312,9,1,group_1
313,9,0,group_2
314,9,0,group_1
315,9,0,group_2
316,9,0,group_1
317,9,0,group_2
318,9,0,group_1
319,9,0,group_2
320,9,0,group_1
321,9,1,group_2
322,9,0,group_1
323,9,0,group_2
324,9,0,group_1
325,9,1,group_2
326,9,0,group_1
327,9,0,group_2
328,9,0,group_1
329,9,1,group_2
330,9,0,group_1
331,9,0,group_2
332,9,1,group_1
333,9,0,group_2
334,9,0,group_1
335,9,0,group_2
336,9,0,group_1
337,9,0,group_2
338,9,0,group_1
339,9,1,group_2
340,9,1,group_1
341,9,0,group_2
342,9,1,group_1
343,9,0,group_2
344,9,0,group_1
345,9,0,group_2
346,9,1,group_1
347,9,0,group_2
348,9,1,group_1
349,9,0,group_2
350,9,1,group_1
351,9,0,group_2
352,9,0,group_1
353,9,0,group_2
354,9,0,group_1
355,9,0,group_2
356,9,0,group_1
357,9,0,group_2
358,9,1,group_1
359,9,0,group_2
360,9,0,group_1
361,9,0,group_2
362,9,0,group_1
363,9,0,group_2
364,9,0,group_1
365,9,0,group_2
366,9,0,group_1
367,9,0,group_2
368,9,0,group_1
369,9,0,group_2
370,9,0,group_1
371,9,0,group_2
372,9,0,group_1
373,9,1,group_2
374,9,1,group_1
375,9,0,group_2
376,9,0,group_1
377,9,1,group_2
378,9,0,group_1
379,9,0,group_2
380,9,0,group_1
381,9,0,group_2
382,8,0,group_1
383,8,0,group_2
384,8,1,group_1
385,8,0,group_2
386,8,1,group_1
387,8,1,group_2
388,8,1,group_1
389,8,0,group_2
390,8,1,group_1
391,8,1,group_2
392,8,0,group_1
393,8,0,group_2
394,8,1,group_1
395,8,0,group_2
396,8,0,group_1
397,8,0,group_2
398,8,0,group_1
399,8,0,group_2
400,8,0,group_1
401,8,0,group_2
402,8,0,group_1
403,8,1,group_2
404,8,0,group_1
405,8,0,group_2
406,8,0,group_1
407,8,0,group_2
408,8,0,group_1
409,8,1,group_2
410,8,0,group_1
411,8,0,group_2
412,8,0,group_1
413,8,0,group_2
414,8,0,group_1
415,8,0,group_2
416,8,0,group_1
417,8,0,group_2
418,8,1,group_1
419,8,1,group_2
420,8,0,group_1
421,8,0,group_2
422,8,0,group_1
423,8,1,group_2
424,8,0,group_1
425,8,0,group_2
426,8,0,group_1
427,8,0,group_2
428,8,1,group_1
429,8,0,group_2
430,8,1,group_1
431,8,0,group_2
432,8,0,group_1
433,8,0,group_2
434,8,0,group_1
435,8,1,group_2
436,8,0,group_1
437,8,0,group_2
438,8,0,group_1
439,8,1,group_2
440,8,1,group_1
441,8,0,group_2
442,8,0,group_1
443,8,0,group_2
444,8,0,group_1
445,8,0,group_2
446,8,0,group_1
447,8,0,group_2
448,8,0,group_1
449,8,1,group_2
450,8,0,group_1
451,8,1,group_2
452,8,0,group_1
453,8,0,group_2
454,8,0,group_1
455,8,0,group_2
456,8,0,group_1
457,8,1,group_2
458,8,0,group_1
459,8,1,group_2
460,8,0,group_1
461,8,0,group_2
462,8,1,group_1
463,8,1,group_2
464,8,0,group_1
465,8,0,group_2
466,8,0,group_1
467,8,0,group_2
468,8,0,group_1
469,8,1,group_2
470,8,0,group_1
471,8,0,group_2
472,8,0,group_1
473,8,0,group_2
474,8,0,group_1
475,8,1,group_2
476,8,1,group_1
477,8,0,group_2
478,8,0,group_1
479,8,0,group_2
480,8,0,group_1
481,8,0,group_2
482,8,0,group_1
483,8,0,group_2
484,8,0,group_1
485,8,0,group_2
486,8,0,group_1
487,8,1,group_2
488,8,0,group_1
489,8,0,group_2
490,8,0,group_1
491,8,0,group_2
492,8,0,group_1
493,8,0,group_2
494,8,1,group_1
495,8,0,group_2
496,8,0,group_1
497,8,0,group_2
498,8,0,group_1
499,8,0,group_2
500,8,1,group_1
501,8,0,group_2
502,8,0,group_1
503,8,1,group_2
504,8,1,group_1
505,8,0,group_2
506,8,0,group_1
507,8,0,group_2
508,8,1,group_1
509,8,0,group_2
510,8,1,group_1
511,8,1,group_2
512,8,0,group_1
513,8,0,group_2
514,8,0,group_1
515,8,0,group_2
516,8,0,group_1
517,8,1,group_2
518,8,0,group_1
519,8,0,group_2
520,8,0,group_1
521,8,1,group_2
522,8,0,group_1
523,8,0,group_2
524,8,0,group_1
525,8,0,group_2
526,8,0,group_1
527,8,0,group_2
528,8,0,group_1
529,8,0,group_2
530,8,0,group_1
531,8,1,group_2
532,8,0,group_1
533,8,0,group_2
534,8,0,group_1
535,8,0,group_2
536,8,0,group_1
537,8,0,group_2
538,8,0,group_1
539,8,1,group_2
540,8,0,group_1
541,8,0,group_2
542,8,1,group_1
543,8,0,group_2
544,8,0,group_1
545,8,0,group_2
546,8,1,group_1
547,8,0,group_2
548,8,1,group_1
549,8,1,group_2
550,8,1,group_1
551,8,0,group_2
552,8,0,group_1
553,8,1,group_2
554,8,1,group_1
555,8,0,group_2
556,8,0,group_1
557,8,1,group_2
558,8,0,group_1
559,8,1,group_2
560,8,1,group_1
561,8,0,group_2
562,8,0,group_1
563,8,0,group_2
564,8,0,group_1
565,8,0,group_2
566,8,0,group_1
567,8,0,group_2
568,8,0,group_1
569,8,1,group_2
570,8,0,group_1
571,8,0,group_2
572,8,0,group_1
573,8,0,group_2
574,8,0,group_1
575,8,0,group_2
576,8,1,group_1
577,8,0,group_2
578,8,0,group_1
579,8,1,group_2
580,8,0,group_1
581,8,1,group_2
582,8,0,group_1
583,8,0,group_2
584,8,0,group_1
585,8,1,group_2
586,8,0,group_1
587,8,0,group_2
588,8,0,group_1
589,8,1,group_2
590,8,0,group_1
591,8,0,group_2
592,8,0,group_1
593,8,0,group_2
594,8,0,group_1
595,8,0,group_2
596,8,1,group_1
597,8,0,group_2
598,8,0,group_1
599,8,1,group_2
600,8,1,group_1
601,8,0,group_2
602,8,0,group_1
603,8,0,group_2
604,8,0,group_1
605,8,0,group_2
606,8,0,group_1
607,8,1,group_2
608,8,0,group_1
609,8,0,group_2
610,8,1,group_1
611,8,0,group_2
612,8,1,group_1
613,8,0,group_2
614,8,1,group_1
615,8,0,group_2
616,8,1,group_1
617,8,0,group_2
618,8,0,group_1
619,8,0,group_2
620,8,0,group_1
621,8,0,group_2
622,8,0,group_1
623,8,0,group_2
624,8,0,group_1
625,8,1,group_2
626,8,0,group_1
627,8,0,group_2
628,8,1,group_1
629,8,0,group_2
630,8,0,group_1
631,8,0,group_2
632,8,0,group_1
633,8,0,group_2
634,8,0,group_1
635,8,0,group_2
636,8,0,group_1
637,8,1,group_2
638,8,1,group_1
639,8,0,group_2
640,8,1,group_1
641,8,1,group_2
642,8,0,group_1
643,8,1,group_2
644,8,0,group_1
645,8,0,group_2
646,8,0,group_1
647,8,1,group_2
648,8,0,group_1
649,8,0,group_2
650,8,0,group_1
651,8,0,group_2
652,8,0,group_1
653,8,0,group_2
654,8,1,group_1
655,8,0,group_2
656,8,0,group_1
657,8,0,group_2
658,8,1,group_1
659,8,0,group_2
660,8,0,group_1
661,8,1,group_2
662,8,0,group_1
663,8,0,group_2
664,8,0,group_1
665,8,0,group_2
666,8,0,group_1
667,8,0,group_2
668,8,0,group_1
669,8,0,group_2
670,8,0,group_1
671,8,0,group_2
672,8,0,group_1
673,8,0,group_2
674,8,1,group_1
675,8,0,group_2
676,8,0,group_1
677,8,0,group_2
678,8,0,group_1
679,8,1,group_2
680,8,0,group_1
681,8,0,group_2
682,8,0,group_1
683,8,0,group_2
684,8,1,group_1
685,8,0,group_2
686,8,0,group_1
687,8,0,group_2
688,8,0,group_1
689,8,0,group_2
690,8,0,group_1
691,8,0,group_2
692,8,0,group_1
693,8,1,group_2
694,8,0,group_1
695,8,0,group_2
696,8,0,group_1
697,8,0,group_2
698,8,0,group_1
699,8,0,group_2
700,8,1,group_1
701,8,0,group_2
702,8,0,group_1
703,8,0,group_2
704,8,0,group_1
705,8,0,group_2
706,8,1,group_1
707,8,0,group_2
708,8,1,group_1
709,8,0,group_2
710,8,1,group_1
711,8,1,group_2
712,8,1,group_1
713,8,1,group_2
